제품코드,특정연령,특정연령단위,연령처리조건,상세정보
641601773,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
642903412,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
644302011,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
645100711,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
647204741,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
648503281,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
649803871,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
649804301,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
651500831,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
653000551,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
653004591,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
654001071,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
658603941,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
662504072,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
663601231,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
665502381,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
669805551,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
670104241,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
678901295,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
694003581,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
629700781,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
640000681,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
641100151,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
641601783,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
642900942,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
645103801,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
648503291,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
649807151,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
653005141,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
658603942,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
662504073,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
665506771,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
669805552,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
678901296,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
694003582,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 특히 체중부하부위의 관절병증, 뼈연골증을 유발함"
644800580,1,세 (3),이하 (2),"진정 또는 수면 무호흡증, 경련, 흥분 등 중추신경증상을 일으킬 수 있음"
642800751,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
642800741,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
650002372,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
644100701,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
650000121,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
642800731,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
657300391,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
642702052,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
57000181,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
640007511,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
646000302,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
653005541,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
670303862,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
671703931,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
690300901,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
650000122,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
671701812,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
654200281,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
640007571,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
657300401,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
658603011,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
671701822,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
642800752,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
657300413,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
658603061,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
657300403,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
642800746,24,개월 (2),미만 (1),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
649801470,12,세 (3),이하 (2),코데인이 모르핀으로 대사되는 과정이 다양하고 예측 불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음
653100790,12,세 (3),이하 (2),코데인이 모르핀으로 대사되는 과정이 다양하고 예측 불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음
657802830,12,세 (3),이하 (2),코데인이 모르핀으로 대사되는 과정이 다양하고 예측 불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음
664900030,12,세 (3),이하 (2),코데인이 모르핀으로 대사되는 과정이 다양하고 예측 불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음
669800390,12,세 (3),이하 (2),코데인이 모르핀으로 대사되는 과정이 다양하고 예측 불가능하여 모르핀으로 인한 독성이 나타날 위험이 있음
661900750,65,세 (3),이상 (4),고령자에서는 성인에 비해 혈장 약물 농도 및 반감기가 상승함.
651300630,65,세 (3),이상 (4),고령자에서는 성인에 비해 혈장 약물 농도 및 반감기가 상승함.
643901072,1,세 (3),미만 (1),"영아, 유아, 경련성 마비 또는 뇌손상이 있는 소아에서 이 약의 감수성 증가가 보고됨. 신생아에 투여 시 음식섭취 과민증(feeding intolerance)이 뒤따를 수 있으므로 투여 후 4시간 동안 음식섭취 억제 필요"
