주성분코드,성분명,제형,id
110430BIJ,ascorbic acid,주사제 ,528
110431BIJ,ascorbic acid,주사제 ,529
110432BIJ,ascorbic acid,주사제 ,530
110433BIJ,ascorbic acid,주사제 ,531
110434BIJ,ascorbic acid,주사제 ,532
110435BIJ,ascorbic acid,주사제 ,533
110436BIJ,ascorbic acid,주사제 ,534
110501BIJ,L-ornithine-L-aspartate,주사제 ,535
110502BIJ,L-ornithine-L-aspartate,주사제 ,536
110504BIJ,L-ornithine-L-aspartate,주사제 ,537
110505ALQ,L-ornithine-L-aspartate,액제 ,538
110505APD,L-ornithine-L-aspartate,산제 ,539
110506ALQ,L-aspartate-L-ornithine,액제 ,540
110530BIJ,L-ornithine-L-aspartate,주사제 ,541
110531BIJ,L-ornithine-L-aspartate,주사제 ,542
110532ALQ,L-ornithine-L-aspartate,액제 ,543
110533ALQ,L-ornithine-L-aspartate,액제 ,544
110534ALQ,L-ornithine-L-aspartate,액제 ,545
110601APD,aspergillus ext.,산제 ,546
110601ATB,aspergillus ext.,"정제,저작정 ",547
110701ATB,aspirin,"정제,저작정 ",548
110701ATE,aspirin,장용정제 ,549
110702ATB,aspirin,"정제,저작정 ",550
110703ATE,aspirin,장용정제 ,551
110704ATB,aspirin,"정제,저작정 ",552
110705ACE,aspirin,장용캡슐제 ,553
110706ATB,aspirin,"정제,저작정 ",554
110801ATB,aspirin(encapsulated),"정제,저작정 ",555
110802ATB,aspirin(encapsulated),"정제,저작정 ",556
110901BIJ,aspirin lysine,주사제 ,557
110902BIJ,aspirin lysine,주사제 ,558
111001ACE,aspirin(enteric coated) (as aspirin),장용캡슐제 ,559
111001ACH,aspirin(enteric coated),경질캡슐제 ,560
111001ATB,aspirin(enteric coated) (as aspirin),"정제,저작정 ",561
111001ATE,aspirin(enteric coated) (as aspirin),장용정제 ,562
111002ATE,aspirin(enteric coated) (as aspirin),장용정제 ,563
111003ACE,aspirin(enteric coated) (as aspirin),장용캡슐제 ,564
111003ATB,aspirin(enteric coated),"정제,저작정 ",565
111003ATE,aspirin(enteric coated) (as aspirin),장용정제 ,566
111101BIJ,aspoxicillin,주사제 ,567
111201ATB,astemizole,"정제,저작정 ",568
111301BIJ,astromycin sulfate,주사제 ,569
111401ATB,atenolol,"정제,저작정 ",570
111402ATB,atenolol,"정제,저작정 ",571
111403ATB,atenolol,"정제,저작정 ",572
111501ATB,atorvastatin calcium (as atorvastatin),"정제,저작정 ",573
111502ATB,atorvastatin calcium (as atorvastatin),"정제,저작정 ",574
111503ATB,atorvastatin calcium (as atorvastatin),"정제,저작정 ",575
111504ATB,atorvastatin calcium (as atorvastatin),"정제,저작정 ",576
111601BIJ,atracurium besylate,주사제 ,577
111602BIJ,atracurium besylate,주사제 ,578
111630BIJ,atracurium besylate,주사제 ,579
111701ATB,atrican,"정제,저작정 ",580
111701CTB,atrican,"정제,저작정 ",581
111801BIJ,atropine sulfate,주사제 ,582
111801COO,atropine sulfate,"안연고제,점안겔제 ",583
111801COS,atropine sulfate,점안제,584
111802BIJ,atropine sulfate,주사제 ,585
111803ATB,atropine sulfate,"정제,저작정 ",586
111804ATB,atropine sulfate,"정제,저작정 ",587
111805BIJ,atropine sulfate,주사제 ,588
111806BIJ,atropine,주사제 ,589
111830BIJ,atropine sulfate,주사제 ,590
111831BIJ,atropine sulfate,주사제 ,591
111832COS,atropine sulfate,점안제,592
111833COS,atropine sulfate,점안제,593
111834BIJ,atropine sulfate ,주사제 ,594
111835BIJ,atropine,주사제 ,595
111836COS,atropine sulfate,점안제,596
111901ACH,atso,경질캡슐제 ,597
111902ACH,atso,경질캡슐제 ,598
112001ASS,attapulgite,"현탁액제,현탁액용정제,현탁액용산제 ",599
112002ATB,attapulgite,"정제,저작정 ",600
112003APD,activated attapulgite,산제 ,601
112101ATB,auranofin,"정제,저작정 ",602
112201ACH,avocado soya unsaponifiables,경질캡슐제 ,603
112202ACH,avocado soya unsaponifiables,경질캡슐제 ,604
112301COS,azapentacene polysulfonate sodium,점안제,605
112401ATB,azathioprine,"정제,저작정 ",606
112402ATB,azathioprine,"정제,저작정 ",607
112501ATB,azelastine hydrochloride,"정제,저작정 ",608
112502CLQ,azelastine HCl,액제 ,609
112503COS,azelastine HCl,점안제,610
112530COS,azelastine hydrochloride,점안제,611
112531COS,azelastine hydrochloride,점안제,612
112532COS,azelastine hydrochloride,점안제,613
112533CLQ,azelastine hydrochloride,액제 ,614
112534COS,azelastine hydrochloride,점안제,615
112601ATB,azintamide,"정제,저작정 ",616
112701ACH,azithromycin,경질캡슐제 ,617
112701ATB,azithromycin,"정제,저작정 ",618
112702ASY,azithromycin,"시럽제,건조시럽 ",619
112703COS,azithromycin,점안제,620
112704COS,azithromycin monohydrate(as azithromycin),점안제,621
112705ATB,azithromycin,"정제,저작정 ",622
112731ASY,azithromycin,"시럽제,건조시럽 ",623
112732ASY,azithromycin,"시럽제,건조시럽 ",624
112733ASY,azithromycin,"시럽제,건조시럽 ",625
112734BIJ,azithromycin hydrate (as azithromycin),주사제 ,626
112801BIJ,azlocillin sodium,주사제 ,627
112802BIJ,azlocillin sodium,주사제 ,628
112803BIJ,azlocillin sodium,주사제 ,629
112901ATB,azosemide,"정제,저작정 ",630
113001BIJ,aztreonam,주사제 ,631
113002BIJ,aztreonam,주사제 ,632
113101ATB,bacampicillin hydrochloride,"정제,저작정 ",633
113102ATB,bacampicillin HCl,"정제,저작정 ",634
113103ATB,bacampicillin HCl,"정제,저작정 ",635
113201ACH,bacillus licheniformis,경질캡슐제 ,636
113201AGN,bacillus licheniformis,"과립제,세립 ",637
113201APD,bacillus licheniformis,산제 ,638
113201ATB,bacillus licheniformis,"정제,저작정 ",639
113202ACH,bacillus licheniformis,경질캡슐제 ,640
113230APD,bacillus licheniformis,산제 ,641
113231AGN,bacillus licheniformis,"과립제,세립 ",642
113231APD,bacillus licheniformis,산제 ,643
113232AGN,bacillus licheniformis,"과립제,세립 ",644
113232APD,bacillus licheniformis,산제 ,645
113301ACH,bacillus polyfermenticus NSP(bispan),경질캡슐제 ,646
113301ATB,bacillus polyfermenticus NSP(bispan),"정제,저작정 ",647
113302APD,bacillus polyfermenticus NSP(bispan),산제 ,648
113303ATB,bacillus polyfermenticus NSP(bispan),"정제,저작정 ",649
113304APD,bacillus polyfermenticus NSP(bispan),산제 ,650
113304ATB,bacillus polyfermenticus NSP(bispan),"정제,저작정 ",651
113305ACH,bacillus polyfermenticus NSP(bispan),경질캡슐제 ,652
113401COM,bacitracin,연고제 ,653
113501ATB,baclofen,"정제,저작정 ",654
113501BIJ,baclofen,주사제 ,655
113502ATB,baclofen,"정제,저작정 ",656
113503ATB,baclofen,"정제,저작정 ",657
113504ATB,baclofen,"정제,저작정 ",658
113601ATB,bambuterol hydrochloride,"정제,저작정 ",659
113602ASY,bambuterol hydrochloride,"시럽제,건조시럽 ",660
113630ASY,bambuterol hydrochloride,"시럽제,건조시럽 ",661
113701ATB,bamethan sulfate,"정제,저작정 ",662
113801ATB,bamiphylline hydrochloride,"정제,저작정 ",663
113802ATB,bamiphylline hydrochloride,"정제,저작정 ",664
113901ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",665
113902ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",666
113903ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",667
113904ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",668
113905ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",669
113906ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",670
113907ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",671
113908ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",672
113909ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",673
113910APD,barium sulfate,산제 ,674
113911APD,barium sulfate,산제 ,675
113912APD,barium sulfate,산제 ,676
113913ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",677
113914APD,barium sulfate,산제 ,678
113915ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",679
113917ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",680
113918ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",681
113930ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",682
113931ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",683
113932ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",684
113933ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",685
113934ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",686
113935ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",687
113936ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",688
113937APD,barium sulfate,산제 ,689
113938APD,barium sulfate,산제 ,690
113939ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",691
113940ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",692
113941APD,barium sulfate,산제 ,693
113942ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",694
113943APD,barium sulfate,산제 ,695
113944ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",696
113945ASS,barium sulfate,"현탁액제,현탁액용정제,현탁액용산제 ",697
113946APD,barium sulfate,산제 ,698
113947APD,barium sulfate,산제 ,699
113948APD,barium sulfate,산제 ,700
113949APD,barium sulfate,산제 ,701
114001ACH,barnidipine hydrochloride,경질캡슐제 ,702
114002ACH,barnidipine hydrochloride,경질캡슐제 ,703
114003ACH,barnidipine hydrochloride,경질캡슐제 ,704
114101ATB,basic aluminum sodium carbonate,"정제,저작정 ",705
114201BIJ,BCG connaught strain,주사제 ,706
114202BIJ,BCG connaught strain,주사제 ,707
114301BIJ,BCG strain tice,주사제 ,708
114401CCM,becaplermin,"크림제,겔제,젤리 ",709
114501ACH,beclomethasone dipropionate,경질캡슐제 ,710
114502CSI,beclomethasone dipropionate,분무제 및 흡입제 ,711
114503CSI,beclomethasone dipropionate,분무제 및 흡입제 ,712
114504CCH,beclomethasone dipropionate,경질캡슐제 ,713
114505CCM,beclomethasone dipropionate,"크림제,겔제,젤리 ",714
114506CSI,beclomethasone dipropionate,분무제 및 흡입제 ,715
114507CSI,beclomethasone dipropionate,분무제 및 흡입제 ,716
114508CSI,beclomethasone dipropionate,분무제 및 흡입제 ,717
114509CLQ,beclomethasone dipropionate,액제 ,718
114509CSI,beclomethasone dipropionate,분무제 및 흡입제 ,719
114510CSI,beclomethasone dipropionate,분무제 및 흡입제 ,720
114511ATE,beclomethasone dipropionate,장용정제 ,721
114512CSI,beclomethasone dipropionate,분무제 및 흡입제 ,722
114513CSI,beclomethasone dipropionate     ,분무제 및 흡입제 ,723
114530CSI,beclomethasone dipropionate,분무제 및 흡입제 ,724
114531CSI,beclomethasone dipropionate,분무제 및 흡입제 ,725
114532CSI,beclomethasone dipropionate,분무제 및 흡입제 ,726
114533CLQ,beclomethasone dipropionate,액제 ,727
114533CSI,beclomethasone dipropionate,분무제 및 흡입제 ,728
114601COS,befunolol HCl,점안제,729
114602COS,befunolol HCl,점안제,730
114701ATB,benazepril hydrochloride,"정제,저작정 ",731
114702ATB,benazepril HCl,"정제,저작정 ",732
114703ATB,benazepril HCl,"정제,저작정 ",733
114801BIJ,bencyclane fumarate,주사제 ,734
114901ATB,bendazac lysine dihydrate,"정제,저작정 ",735
114902ATB,bendazac lysine dihydrate,"정제,저작정 ",736
115001ACH,benexate betadex,경질캡슐제 ,737
115101ATB,benidipine hydrochloride,"정제,저작정 ",738
115102ATB,benidipine hydrochloride,"정제,저작정 ",739
115103ATB,benidipine hydrochloride,"정제,저작정 ",740
115104ATB,benidipine hydrochloride,"정제,저작정 ",741
115201ATB,benorylate,"정제,저작정 ",742
115301CCM,benoxinate HCl,"크림제,겔제,젤리 ",743
115302CLQ,benoxinate HCl,액제 ,744
115303COS,benoxinate HCl,점안제,745
115330CLQ,benoxinate hydrochloride,액제 ,746
115331CLQ,benoxinate hydrochloride,액제 ,747
115332CLQ,benoxinate hydrochloride,액제 ,748
115401ATB,benproperine phosphate,"정제,저작정 ",749
115501ATB,benzathine penicillin G,"정제,저작정 ",750
115502BIJ,benzathine penicillin G,주사제 ,751
115601ATB,benzburomaron,"정제,저작정 ",752
115701CLQ,benzethonium. Cl,액제 ,753
115702CLQ,benzethonium. Cl,액제 ,754
115730CLQ,benzethonium chloride,액제 ,755
115731CLQ,benzethonium chloride,액제 ,756
115732CLQ,benzethonium chloride,액제 ,757
115801ACS,benzonatate,연질캡슐제 ,758
115802ACS,benzonatate,연질캡슐제 ,759
115901CCM,benzoylperoxide,"크림제,겔제,젤리 ",760
115902CCM,benzoylperoxide,"크림제,겔제,젤리 ",761
115902CLT,benzoylperoxide,로션제 ,762
115903CCM,benzoylperoxide,"크림제,겔제,젤리 ",763
115903CLT,benzoylperoxide,로션제 ,764
115904CCM,benzoylperoxide,"크림제,겔제,젤리 ",765
115904CLT,benzoylperoxide,로션제 ,766
115905CCM,benzoylperoxide,"크림제,겔제,젤리 ",767
115907CCM,benzoylperoxide,"크림제,겔제,젤리 ",768
115907CLT,benzoylperoxide,로션제 ,769
115909CCM,benzoylperoxide,"크림제,겔제,젤리 ",770
115910CLT,benzoylperoxide,로션제 ,771
115930CCM,benzoylperoxide,"크림제,겔제,젤리 ",772
115931CCM,benzoylperoxide,"크림제,겔제,젤리 ",773
115932CCM,benzoylperoxide,"크림제,겔제,젤리 ",774
115933CCM,benzoylperoxide,"크림제,겔제,젤리 ",775
115934CCM,benzoylperoxide,"크림제,겔제,젤리 ",776
115934CLT,benzoylperoxide,로션제 ,777
116001ATB,benztropine mesylate,"정제,저작정 ",778
116002ATB,benztropine mesylate,"정제,저작정 ",779
116002BIJ,benztropine mesylate,주사제 ,780
116003BIJ,benztropine mesylate,주사제 ,781
116101CLQ,benzydamine hydrochloride,액제 ,782
116101CSI,benzydamine hydrochloride,분무제 및 흡입제 ,783
116102ATB,benzydamine hydrochloride,"정제,저작정 ",784
116103CSI,benzydamine hydrochloride,분무제 및 흡입제 ,785
116130CLQ,benzydamine hydrochloride,액제 ,786
116131CLQ,benzydamine hydrochloride,액제 ,787
116132CLQ,benzydamine hydrochloride,액제 ,788
116133CLQ,benzydamine hydrochloride,액제 ,789
116134CLQ,benzydamine hydrochloride,액제 ,790
116135CLQ,benzydamine hydrochloride,액제 ,791
116136CLQ,benzydamine hydrochloride,액제 ,792
116137CLQ,benzydamine hydrochloride,액제 ,793
116138CLQ,benzydamine hydrochloride,액제 ,794
116139CLQ,benzydamine hydrochloride,액제 ,795
116140CLQ,benzydamine hydrochloride,액제 ,796
116141CLQ,benzydamine hydrochloride,액제 ,797
116142CLQ,benzydamine hydrochloride,액제 ,798
116143CLQ,benzydamine hydrochloride,액제 ,799
116144CLQ,benzydamine hydrochloride,액제 ,800
116145CLQ,benzydamine hydrochloride,액제 ,801
116146CLQ,benzydamine hydrochloride,액제 ,802
116147CLQ,benzydamine hydrochloride,액제 ,803
116148CLQ,benzydamine hydrochloride,액제 ,804
116149CSI,benzydamine hydrochloride,분무제 및 흡입제 ,805
116150CSI,benzydamine hydrochloride,분무제 및 흡입제 ,806
116201ATB,beraprost sodium,"정제,저작정 ",807
116202ATB,beraprost sodium,"정제,저작정 ",808
116301ATB,betahistine mesilate,"정제,저작정 ",809
116302ATB,betahistine mesilate,"정제,저작정 ",810
116401ATB,betamethasone,"정제,저작정 ",811
116501ATB,betamethasone sodium phosphate,"정제,저작정 ",812
116501COS,betamethasone sodium phosphate,점안제,813
116502BIJ,betamethasone sodium phosphate,주사제 ,814
116530BIJ,betamethasone sodium phosphate (as betamethasone),주사제 ,815
116601CLQ,betamethasone valerate,액제 ,816
116630CLQ,betamethasone valerate,액제 ,817
116631CLQ,betamethasone valerate,액제 ,818
116632CLQ,betamethasone valerate,액제 ,819
116633CLQ,betamethasone valerate,액제 ,820
116634CLQ,betamethasone valerate,액제 ,821
116635CLQ,betamethasone valerate,액제 ,822
116701COM,β-sitosterol,연고제 ,823
116702COM,β-sitosterol,연고제 ,824
116703COM,β-sitosterol,연고제 ,825
116801ATB,betaxolol hydrochloride,"정제,저작정 ",826
116802COS,betaxolol HCl,점안제,827
116803ATB,betaxolol hydrochloride,"정제,저작정 ",828
116804COS,betaxolol HCl,점안제,829
116830COS,betaxolol hydrochloride,점안제,830
116831COS,betaxolol hydrochloride,점안제,831
116901ATB,bethanechol chloride,"정제,저작정 ",832
116902ATB,bethanechol chloride,"정제,저작정 ",833
116903BIJ,bethanechol chloride,주사제 ,834
116904ATB,bethanechol chloride,"정제,저작정 ",835
116930BIJ,bethanechol chloride,주사제 ,836
117001ATB,bevantolol hydrochloride,"정제,저작정 ",837
117002ATB,bevantolol hydrochloride,"정제,저작정 ",838
117003ATB,bevantolol HCl,"정제,저작정 ",839
117101ATB,bezafibrate,"정제,저작정 ",840
117102ATR,bezafibrate,서방형정제 ,841
117201ATB,bicalutamide,"정제,저작정 ",842
117202ATB,bicalutamide,"정제,저작정 ",843
117301CCM,bifonazole,"크림제,겔제,젤리 ",844
117301CLQ,bifonazole,액제 ,845
117330CCM,bifonazole,"크림제,겔제,젤리 ",846
117331CCM,bifonazole,"크림제,겔제,젤리 ",847
117333CCM,bifonazole,"크림제,겔제,젤리 ",848
117334CLQ,bifonazole,액제 ,849
117401ACH,biodiasmin-F 100,경질캡슐제 ,850
117402ATB,biodiasmin-F 100,"정제,저작정 ",851
117501ATB,biperiden hydrochloride,"정제,저작정 ",852
117601CCM,biphenyl acetic acid,"크림제,겔제,젤리 ",853
117601COM,biphenyl acetic acid,연고제 ,854
117701ACH,biphenyl dimethyl dicarboxylate,경질캡슐제 ,855
117701ATB,biphenyl dimethyl dicarboxylate,"정제,저작정 ",856
117702ACH,biphenyl dimethyl dicarboxylate,경질캡슐제 ,857
117702ACS,biphenyl dimethyl dicarboxylate,연질캡슐제 ,858
117703ACS,biphenyl dimethyl dicarboxylate,연질캡슐제 ,859
117801ATB,bisacodyl,"정제,저작정 ",860
117801ATE,bisacodyl,장용정제 ,861
117802CSP,bisacodyl,좌제 ,862
117803CLQ,bisacodyl,액제 ,863
117901ATB,bisoprolol fumarate,"정제,저작정 ",864
117902ATB,bisoprolol fumarate,"정제,저작정 ",865
117903ATB,bisoprolol fumarate,"정제,저작정 ",866
117904ATB,bisoprolol fumarate,"정제,저작정 ",867
118001BIJ,bleomycin hydrochloride,주사제 ,868
118101ASS,boehmite (as aluminum oxide),"현탁액제,현탁액용정제,현탁액용산제 ",869
118201ATB,bovine cerebral phospholipid,"정제,저작정 ",870
118202ACS,bovine cerebral phospholipid,연질캡슐제 ,871
118301BIJ,bovine insulin,주사제 ,872
118302BIJ,bovine insulin,주사제 ,873
118401COS,brimonidine tartrate,점안제,874
118402COS,brimonidine tartrate,점안제,875
118403COS,brimonidine tartrate,점안제,876
118404CCM,brimonidine tartrate,"크림제,겔제,젤리 ",877
118430COS,brimonidine tartrate,점안제,878
118431COS,brimonidine tartrate,점안제,879
118432COS,brimonidine tartrate,점안제,880
118433COS,brimonidine tartrate,점안제,881
118434COS,brimonidine tartrate,점안제,882
118435COS,brimonidine tartrate,점안제,883
118436COS,brimonidine tartrate,점안제,884
118501ATB,bromazepam,"정제,저작정 ",885
118502ATB,bromazepam,"정제,저작정 ",886
118601ATB,bromhexine hydrochloride,"정제,저작정 ",887
118602BIJ,bromhexine HCl,주사제 ,888
118603ATB,bromhexine HCl,"정제,저작정 ",889
118630BIJ,bromhexine hydrochloride,주사제 ,890
